"14","fbe7ac",,"base_color","1"
"14","symbol_cowskull_part2.gif","symbol_cowskull_part1.gif","symbol","1"
"14","396400",,"symbol_color","1"
"15","63a600",,"background_color","1"
"15","base_circles_1.gif",,"base","1"
"15","977641",,"base_color","1"
"15","symbol_cross.gif",,"symbol","1"
"15","315600",,"symbol_color","1"
"16","4f8500",,"background_color","1"
"16","base_circles_2.gif",,"base","1"
"16","c2eaff",,"base_color","1"
"16","symbol_diamond.gif",,"symbol","1"
"16","294800",,"symbol_color","1"
"17","3c6400",,"background_color","1"
"17","base_ornament_1_part2.gif","base_ornament_1_part1.gif","base","1"
"17","fff165",,"base_color","1"
"17","symbol_diploma_part2.gif","symbol_diploma_part1.gif","symbol","1"
"17","213b00",,"symbol_color","1"
"18","274200",,"background_color","1"
"18","base_ornament_2_part2.gif","base_ornament_2_part1.gif","base","1"
"18","aaff7d",,"base_color","1"
"18","symbol_eyeball_part2.gif","symbol_eyeball_part1.gif","symbol","1"
"18","1a2e00",,"symbol_color","1"
"19","c2eaff",,"background_color","1"
"19","base_misc_1_part2.gif","base_misc_1_part1.gif","base","1"
"19","87e6c8",,"base_color","1"
"19","symbol_fist.gif",,"symbol","1"
"19","84de00",,"symbol_color","1"
"20","aed2e5",,"background_color","1"
"20","base_misc_2.gif",,"base","1"
"20","9844e7",,"base_color","1"
"20","symbol_flame_1.gif",,"symbol","1"
"20","7acd00",,"symbol_color","1"
"21","91afbf",,"background_color","1"
"21","base_beams_part2.gif","base_beams_part1.gif","base","1"
"21","dea9ff",,"base_color","1"
"21","symbol_flame_2.gif",,"symbol","1"
"21","6eb900",,"symbol_color","1"
"22","748c99",,"background_color","1"
"22","base_ring.gif",,"base","1"
"22","ffb579",,"base_color","1"
"22","symbol_flash.gif",,"symbol","1"
"22","62a500",,"symbol_color","1"
"23","576a73",,"background_color","1"
"23","base_simplestar_part2.gif","base_simplestar_part1.gif","base","1"
"23","c3aa6e",,"base_color","1"
"23","symbol_flower_1_part2.gif","symbol_flower_1_part1.gif","symbol","1"
"23","569100",,"symbol_color","1"
"24","3a464c",,"background_color","1"
"24","base_spiral.gif",,"base","1"
"24","7a7a7a",,"base_color","1"
"24","symbol_flower_2.gif",,"symbol","1"
"24","4a7c00",,"symbol_color","1"
"25","50c1fb",,"background_color","1"
"25","base_book.gif",,"base","1"
"25","symbol_flower_3.gif",,"symbol","1"
"25","3e6800",,"symbol_color","1"
"26","48ade1",,"background_color","1"
"26","base_egg.gif",,"base","1"
"26","symbol_flower_4.gif",,"symbol","1"
"26","325400",,"symbol_color","1"
"27","3c91bc",,"background_color","1"
"27","base_ornament.gif",,"base","1"
"27","symbol_football.gif",,"symbol","1"
"27","274200",,"symbol_color","1"
"28","307497",,"background_color","1"
"28","base_shield_part2.gif","base_shield_part1.gif","base","1"
"28","symbol_heart_1_part2.gif","symbol_heart_1_part1.gif","symbol","1"
"28","c2eaff",,"symbol_color","1"
"29","245771",,"background_color","1"
"29","symbol_heart_2_part2.gif","symbol_heart_2_part1.gif","symbol","1"
"29","b3d8eb",,"symbol_color","1"
"30","183a4b",,"background_color","1"
"30","symbol_jingjang_part2.gif","symbol_jingjang_part1.gif","symbol","1"
"30","a1c3d4",,"symbol_color","1"
"31","006fcf",,"background_color","1"
"31","symbol_lips_part2.gif","symbol_lips_part1.gif","symbol","1"
"31","90adbd",,"symbol_color","1"
"32","0064ba",,"background_color","1"
"32","symbol_note.gif",,"symbol","1"
"32","7e98a6",,"symbol_color","1"
"33","00539b",,"background_color","1"
"33","symbol_peace.gif",,"symbol","1"
"33","6d838f",,"symbol_color","1"
"34","00437c",,"background_color","1"
"34","symbol_planet_part2.gif","symbol_planet_part1.gif","symbol","1"
"34","5b6e78",,"symbol_color","1"
"35","00325d",,"background_color","1"
"35","symbol_rainbow_part2.gif","symbol_rainbow_part1.gif","symbol","1"
"35","4a5961",,"symbol_color","1"
"36","00213e",,"background_color","1"
"36","symbol_rosete.gif",,"symbol","1"
"36","3a464c",,"symbol_color","1"
"37","9844e7",,"background_color","1"
"37","symbol_shape.gif",,"symbol","1"
"37","50c1fb",,"symbol_color","1"
"38","893dcf",,"background_color","1"
"38","symbol_star_1.gif",,"symbol","1"
"38","4ab2e7",,"symbol_color","1"
"39","7233ad",,"background_color","1"
"39","symbol_star_2.gif",,"symbol","1"
"39","43a0d1",,"symbol_color","1"
"40","5b298b",,"background_color","1"
"40","symbol_sword_1_part2.gif","symbol_sword_1_part1.gif","symbol","1"
"40","3b8fba",,"symbol_color","1"
"41","451f68",,"background_color","1"
"41","symbol_sword_2_part2.gif","symbol_sword_2_part1.gif","symbol","1"
"41","347ea3",,"symbol_color","1"
"42","2d1445",,"background_color","1"
"42","symbol_sword_3_part2.gif","symbol_sword_3_part1.gif","symbol","1"
"42","2d6c8d",,"symbol_color","1"
"43","dea9ff",,"background_color","1"
"43","symbol_wings_1.gif",,"symbol","1"
"43","265b76",,"symbol_color","1"
"44","c798e5",,"background_color","1"
"44","symbol_wings_2.gif",,"symbol","1"
"44","1e495f",,"symbol_color","1"
"45","a67fbf",,"background_color","1"
"45","symbol_arrow_down.gif",,"symbol","1"
"45","183a4b",,"symbol_color","1"
"46","856599",,"background_color","1"
"46","symbol_arrow_left.gif",,"symbol","1"
"46","006fcf",,"symbol_color","1"
"47","644c73",,"background_color","1"
"47","symbol_arrow_right.gif",,"symbol","1"
"47","0066bf",,"symbol_color","1"
"48","42324c",,"background_color","1"
"48","symbol_arrow_up.gif",,"symbol","1"
"48","005cac",,"symbol_color","1"
"49","ff98e3",,"background_color","1"
"49","symbol_arrowbig_up.gif",,"symbol","1"
"49","005299",,"symbol_color","1"
"50","e589cc",,"background_color","1"
"50","symbol_axe_part2.gif","symbol_axe_part1.gif","symbol","1"
"50","004887",,"symbol_color","1"
"51","bf72aa",,"background_color","1"
"51","symbol_bug_part2.gif","symbol_bug_part1.gif","symbol","1"
"51","003e74",,"symbol_color","1"
"52","995b88",,"background_color","1"
"52","symbol_capsbig_part2.gif","symbol_capsbig_part1.gif","symbol","1"
"52","003461",,"symbol_color","1"
"53","734566",,"background_color","1"
"53","symbol_capssmall_part2.gif","symbol_capssmall_part1.gif","symbol","1"
"53","002a4f",,"symbol_color","1"
"54","4c2d44",,"background_color","1"
"54","symbol_cloud.gif",,"symbol","1"
"54","00213e",,"symbol_color","1"
"55","f334bf",,"background_color","1"
"55","symbol_crown_part2.gif","symbol_crown_part1.gif","symbol","1"
"55","9844e7",,"symbol_color","1"
"56","da2fac",,"background_color","1"
"56","symbol_diamsmall2.gif",,"symbol","1"
"56","8c3fd5",,"symbol_color","1"
"57","b6278f",,"background_color","1"
"57","symbol_diamsmall.gif",,"symbol","1"
"57","7e39c0",,"symbol_color","1"
"58","921f73",,"background_color","1"
"58","symbol_drop.gif",,"symbol","1"
"58","7132ab",,"symbol_color","1"
"59","6e1756",,"background_color","1"
"59","symbol_fingersheavy.gif",,"symbol","1"
"59","632c96",,"symbol_color","1"
"60","480f39",,"background_color","1"
"60","symbol_fingersv.gif",,"symbol","1"
"60","552682",,"symbol_color","1"
"61","ff2d2d",,"background_color","1"
"61","symbol_gtr_part2.gif","symbol_gtr_part1.gif","symbol","1"
"61","48206d",,"symbol_color","1"
"62","e52828",,"background_color","1"
"62","symbol_hat.gif",,"symbol","1"
"62","3a1a58",,"symbol_color","1"
"63","bf2222",,"background_color","1"
"63","symbol_oval_part2.gif","symbol_oval_part1.gif","symbol","1"
"63","2d1445",,"symbol_color","1"
"64","991b1b",,"background_color","1"
"64","symbol_pawprint.gif",,"symbol","1"
"64","dea9ff",,"symbol_color","1"
"65","731414",,"background_color","1"
"65","symbol_screw.gif",,"symbol","1"
"65","cd9ceb",,"symbol_color","1"
"66","4c0d0d",,"background_color","1"
"66","symbol_stickL_part2.gif","symbol_stickL_part1.gif","symbol","1"
"66","b98dd4",,"symbol_color","1"
"67","ffb579",,"background_color","1"
"67","symbol_stickR_part2.gif","symbol_stickR_part1.gif","symbol","1"
"67","a57dbd",,"symbol_color","1"
"68","e5a36d",,"background_color","1"
"68","symbol_alligator.gif",,"symbol","1"
"68","916ea6",,"symbol_color","1"
"69","bf885b",,"background_color","1"
"69","symbol_americanfootball_part2.gif","symbol_americanfootball_part1.gif","symbol","1"
"69","7c5f8f",,"symbol_color","1"
"70","996d49",,"background_color","1"
"70","symbol_award_part2.gif","symbol_award_part1.gif","symbol","1"
"70","685078",,"symbol_color","1"
"71","735237",,"background_color","1"
"71","symbol_bananapeel.gif",,"symbol","1"
"71","544061",,"symbol_color","1"
"72","4c3624",,"background_color","1"
"72","symbol_battleball.gif",,"symbol","1"
"72","42324c",,"symbol_color","1"
"73","ec7600",,"background_color","1"
"73","symbol_biohazard.gif",,"symbol","1"
"73","ff98e3",,"symbol_color","1"
"74","d46a00",,"background_color","1"
"74","symbol_bird.gif",,"symbol","1"
"74","eb8cd1",,"symbol_color","1"
"75","b15800",,"background_color","1"
"75","symbol_bishop.gif",,"symbol","1"
"75","d47ebd",,"symbol_color","1"
"76","8e4700",,"background_color","1"
"76","symbol_coalion.gif",,"symbol","1"
"76","bd71a8",,"symbol_color","1"
"77","6a3500",,"background_color","1"
"77","symbol_cocoamug.gif",,"symbol","1"
"77","a66394",,"symbol_color","1"
"78","462300",,"background_color","1"
"78","symbol_dashflag.gif",,"symbol","1"
"78","8f557f",,"symbol_color","1"
"79","ffd601",,"background_color","1"
"79","symbol_diamondring_part2.gif","symbol_diamondring_part1.gif","symbol","1"
"79","78486b",,"symbol_color","1"
"80","e5c001",,"background_color","1"
"80","symbol_discoball_part2.gif","symbol_discoball_part1.gif","symbol","1"
"80","613a56",,"symbol_color","1"
"81","bfa001",,"background_color","1"
"81","symbol_dog.gif",,"symbol","1"
"81","4c2d44",,"symbol_color","1"
"82","998001",,"background_color","1"
"82","symbol_electricguitarh_part2.gif","symbol_electricguitarh_part1.gif","symbol","1"
"82","f334bf",,"symbol_color","1"
"83","736100",,"background_color","1"
"83","symbol_electricguitarv_part2.gif","symbol_electricguitarv_part1.gif","symbol","1"
"83","e030b0",,"symbol_color","1"
"84","4c4000",,"background_color","1"
"84","symbol_film.gif",,"symbol","1"
"84","ca2b9f",,"symbol_color","1"
"85","c3aa6e",,"background_color","1"
"85","symbol_flame_part2.gif","symbol_flame_part1.gif","symbol","1"
"85","b4278e",,"symbol_color","1"
"86","af9963",,"background_color","1"
"86","symbol_gamepad.gif",,"symbol","1"
"86","9e227c",,"symbol_color","1"
"87","927f52",,"background_color","1"
"87","symbol_gem1_part2.gif","symbol_gem1_part1.gif","symbol","1"
"87","881d6b",,"symbol_color","1"
"88","756642",,"background_color","1"
"88","symbol_gem2_part2.gif","symbol_gem2_part1.gif","symbol","1"
"88","72185a",,"symbol_color","1"
"89","584d32",,"background_color","1"
"89","symbol_gem3_part2.gif","symbol_gem3_part1.gif","symbol","1"
"89","5c1449",,"symbol_color","1"
"90","3a3321",,"background_color","1"
"90","symbol_hawk.gif",,"symbol","1"
"90","480f39",,"symbol_color","1"
"91","977641",,"background_color","1"
"91","symbol_hearts_down.gif",,"symbol","1"
"91","ff2d2d",,"symbol_color","1"
"92","886a3a",,"background_color","1"
"92","symbol_hearts_up.gif",,"symbol","1"
"92","eb2929",,"symbol_color","1"
"93","715831",,"background_color","1"
"93","symbol_horseshoe.gif",,"symbol","1"
"93","d42525",,"symbol_color","1"
"94","5b4727",,"background_color","1"
"94","symbol_inksplatter.gif",,"symbol","1"
"94","bd2121",,"symbol_color","1"
"95","44351d",,"background_color","1"
"95","symbol_leaf.gif",,"symbol","1"
"95","a61d1d",,"symbol_color","1"
"96","2d2313",,"background_color","1"
"96","symbol_micstand.gif",,"symbol","1"
"96","8f1919",,"symbol_color","1"
"97","c0c0c0",,"background_color","1"
"97","symbol_mirror_part2.gif","symbol_mirror_part1.gif","symbol","1"
"97","781515",,"symbol_color","1"
"98","acacac",,"background_color","1"
"98","symbol_monkeywrench.gif",,"symbol","1"
"98","611111",,"symbol_color","1"
"99","909090",,"background_color","1"
"99","symbol_note1.gif",,"symbol","1"
"99","4c0d0d",,"symbol_color","1"
"100","737373",,"background_color","1"
"100","ffb579",,"symbol_color","1"
"101","575757",,"background_color","1"
"101","eba770",,"symbol_color","1"
"102","393939",,"background_color","1"
"102","d49665",,"symbol_color","1"
"103","7a7a7a",,"background_color","1"
"103","bd865a",,"symbol_color","1"
"104","6e6e6e",,"background_color","1"
"104","a6764f",,"symbol_color","1"
"105","5b5b5b",,"background_color","1"
"105","8f6644",,"symbol_color","1"
"106","494949",,"background_color","1"
"106","785539",,"symbol_color","1"
"107","373737",,"background_color","1"
"107","61452e",,"symbol_color","1"
"108","242424",,"background_color","1"
"108","4c3624",,"symbol_color","1"
"109","ec7600",,"symbol_color","1"
"110","d96d00",,"symbol_color","1"
"111","c46200",,"symbol_color","1"
"112","af5700",,"symbol_color","1"
"113","9a4d00",,"symbol_color","1"
"114","844200",,"symbol_color","1"
"115","6f3800",,"symbol_color","1"
"116","5a2d00",,"symbol_color","1"
"117","462300",,"symbol_color","1"
"118","ffd601",,"symbol_color","1"
"119","ebc501",,"symbol_color","1"
"120","d4b201",,"symbol_color","1"
"121","bd9f01",,"symbol_color","1"
"122","a68b01",,"symbol_color","1"
"123","8f7801",,"symbol_color","1"
"124","786500",,"symbol_color","1"
"125","615100",,"symbol_color","1"
"126","4c4000",,"symbol_color","1"
"127","c3aa6e",,"symbol_color","1"
"128","b49d65",,"symbol_color","1"
"129","a28d5b",,"symbol_color","1"
"130","917e52",,"symbol_color","1"
"131","7f6f48",,"symbol_color","1"
"132","6d5f3e",,"symbol_color","1"
"133","5c5034",,"symbol_color","1"
"134","4a412a",,"symbol_color","1"
"135","3a3321",,"symbol_color","1"
"136","977641",,"symbol_color","1"
"137","8b6d3c",,"symbol_color","1"
"138","7e6236",,"symbol_color","1"
"139","705730",,"symbol_color","1"
"140","624d2a",,"symbol_color","1"
"141","554224",,"symbol_color","1"
"142","47381f",,"symbol_color","1"
"143","392d19",,"symbol_color","1"
"144","2d2313",,"symbol_color","1"
"145","c0c0c0",,"symbol_color","1"
"146","b1b1b1",,"symbol_color","1"
"147","a0a0a0",,"symbol_color","1"
"148","8e8e8e",,"symbol_color","1"
"149","7d7d7d",,"symbol_color","1"
"150","6c6c6c",,"symbol_color","1"
"151","5a5a5a",,"symbol_color","1"
"152","494949",,"symbol_color","1"
"153","393939",,"symbol_color","1"
"154","symbol_note2.gif",,"symbol","1"
"154","7a7a7a",,"symbol_color","1"
"155","symbol_note3.gif",,"symbol","1"
"155","707070",,"symbol_color","1"
"156","symbol_nursecross.gif",,"symbol","1"
"156","656565",,"symbol_color","1"
"157","symbol_pencil_part2.gif","symbol_pencil_part1.gif","symbol","1"
"157","5a5a5a",,"symbol_color","1"
"158","symbol_queen.gif",,"symbol","1"
"158","4f4f4f",,"symbol_color","1"
"159","symbol_rock.gif",,"symbol","1"
"159","444444",,"symbol_color","1"
"160","symbol_rook.gif",,"symbol","1"
"160","393939",,"symbol_color","1"
"161","symbol_skate.gif",,"symbol","1"
"161","2e2e2e",,"symbol_color","1"
"162","symbol_smallring_part2.gif","symbol_smallring_part1.gif","symbol","1"
"162","242424",,"symbol_color","1"
"163","symbol_snowstorm_part2.gif","symbol_snowstorm_part1.gif","symbol","1"
"164","symbol_sphere.gif",,"symbol","1"
"165","symbol_spraycan_part2.gif","symbol_spraycan_part1.gif","symbol","1"
"166","symbol_stars1.gif",,"symbol","1"
"167","symbol_stars2.gif",,"symbol","1"
"168","symbol_stars3.gif",,"symbol","1"
"169","symbol_stars4.gif",,"symbol","1"
"170","symbol_stars5.gif",,"symbol","1"
"171","symbol_waterdrop_part2.gif","symbol_waterdrop_part1.gif","symbol","1"
"172","symbol_wolverine.gif",,"symbol","1"
"173","symbol_0.gif",,"symbol","1"
"174","symbol_1.gif",,"symbol","1"
"175","symbol_2.gif",,"symbol","1"
"176","symbol_3.gif",,"symbol","1"
"177","symbol_4.gif",,"symbol","1"
"178","symbol_5.gif",,"symbol","1"
"179","symbol_6.gif",,"symbol","1"
"180","symbol_7.gif",,"symbol","1"
"181","symbol_8.gif",,"symbol","1"
"182","symbol_9.gif",,"symbol","1"
"183","symbol_a.gif",,"symbol","1"
"184","symbol_b.gif",,"symbol","1"
"185","symbol_c.gif",,"symbol","1"
"186","symbol_d.gif",,"symbol","1"
"187","symbol_e.gif",,"symbol","1"
"188","symbol_f.gif",,"symbol","1"
"189","symbol_g.gif",,"symbol","1"
"190","symbol_h.gif",,"symbol","1"
"191","symbol_i.gif",,"symbol","1"
"192","symbol_j.gif",,"symbol","1"
"193","symbol_k.gif",,"symbol","1"
"194","symbol_l.gif",,"symbol","1"
"195","symbol_m.gif",,"symbol","1"
"196","symbol_n.gif",,"symbol","1"
"197","symbol_o.gif",,"symbol","1"
"198","symbol_p.gif",,"symbol","1"
"199","symbol_q.gif",,"symbol","1"
"200","symbol_r.gif",,"symbol","1"
"201","symbol_s.gif",,"symbol","1"
"202","symbol_t.gif",,"symbol","1"
"203","symbol_u.gif",,"symbol","1"
"204","symbol_v.gif",,"symbol","1"
"205","symbol_w.gif",,"symbol","1"
"206","symbol_x.gif",,"symbol","1"
"207","symbol_y.gif",,"symbol","1"
"208","symbol_z.gif",,"symbol","1"
"209","symbol_pixel_part2.gif","symbol_pixel_part1.gif","symbol","1"
"210","symbol_credit_part2.gif","symbol_credit_part1.gif","symbol","1"
"211","symbol_hc_part2.gif","symbol_hc_part1.gif","symbol","1"
"212","symbol_vip_part2.gif","symbol_vip_part1.gif","symbol","1"
